text,labels
@TIME Oh yeah because he’s an honest guy... #murderer #torturer #evil #despicable,1
"Real Michael Gove or fake Michael Gove, what do you think?    #BorisJohnsonShouldNotBePM  #BollocksToBoris   #BollockstoBrexit https://t.co/eHZsJaRHVZ",0
"@ICC Are you guys bunch of j****s shameless creatures.Happily tweeting everything but nothing about abandoned matches!! ,And do you have any plans for coming matches? #ShameOnICC #ICCShouldApologize",0
"Yay, the clown is going to wreck the country. What was his slogan again? fuck business wasn\'t it? Great phrase that.\n\nAm sure he\'s going to make a \'titanic success\' of Brexshit.\n\nAfter all, Tories seem to not have much in the brain department these days. pic.twitter.com/ppcOw5oMe4",0
Bend over Boris!! Be careful what you wish for.. #fuckbrexit #fuckthetories #fuckboris #borisjohnson #BorisJohnsonShouldNotBePM #warriorsofthedystotheque ✌🏻💚 https://t.co/j01y6IBIoK,0
Hyderabad - NIMS     Woman (46) admitted with multiple organ failure died. Family chased resident doctor (Muslim) and beat him. #DoctorsProtest #DoctorsFightBack https://t.co/5a4P40eFYi,1
@realDonaldTrump It’s not funny when Donald Trump makes announcements on TV that he would gladly cooperate with foreign entities to work against Americans. #TrumpMustResign #TRUMPISACROOK #TrumpIsATraitor #TrumpIsAFraud @GOP @LindseyGrahamSC #GOPComplicitTraitors #ImpeachTrumpNow,1
We need fast trial of each and every Rape Case    No matter Accused is Muslim or Hindu    Death Penalty for Rape Crime    #Kathuaverdict #Kathua #SanjiRam     #YuvrajSingh #DhoniKeepsTheGlove #Dhoni #GirishKarnad #INDvAUS #IndianCricketTeam #IndvsPak #tiktokindia #tiktokhot #MumbaiRains,0
Why people eagerly wait 4 years for the @cricketworldcup? To see the rain???? To see matches getting abandoned??? To see teams share a point each without even proper competition??? That's really #ShameOnICC. #CWC19,1
#notmypresident Looking forward to seeing the donald blimp in D.C.  #fucktrump #realDonaldTrump  EPIC! https://t.co/Z9cGY5j8tK,1
"@GrassrootsSpeak This sounds like a brilliant idea!!!!  We need someone to take this and run...lawyers. bet, millions of people would kick in a few bucks.  Brilliant.   #TrumpIsATraitor   #TrumpCrimeFamilyMustGo",0
Choose one  #trumpcriminal #TrumpCriminal #trumpsucks #trump #trumpisatraitor #Trump #dumptrump #Repost #trumpisanidiot #trump💩 #muellerinvestigation #trumpisnotabovethelaw #impeachtrump #resist #fucktrump #muellertime #notmypresident,1
"Over 700 doctors in #Bengal resigned till now after #MamataBanerjee issued threats to them.#MamataFrustrated,#DoctorsFightBack,#IndiaFirst,#TeamIndiaFirst",1
@kathygriffin     #fucktrump     Game on! Yup yup. Game ON!     My dad wears your T shirt. The one dressed in orange pissing.     @RuPaulsDragRace @WorldOfWonder https://t.co/HJ59PgY9la,0
"Dear @ICC you can remove sign of BALIDAN from @msdhoni gloves but you can't remove his respect for INDIAN ARMY from his heart. He is not a cricketer, He is GOD for us.        #DhoniKeepTheGlove #Dhoni #DhoniKeepsTheGlove https://t.co/KlmKN9lUc3",1
Remember when we had a REAL President in the White House? Ah those were the days. #maga #FOXNews @GOP @RealDonaldtRUMP #FuckTrump https://t.co/nvafKIA2iY via @YouTube,0
AIIMS Delhi doctor continues protest against Bengal violence wearing helmet in viral photo https://t.co/CbMlxmCv9f  #SaveBengal #Savethedoctors #HinduSamrajyaDiwas #DoctorsFightBack,1
IMA jewels grand opening at Jayanagar interview with CEO of IMA Group Mansoor Ali khan with Media Supporter #IMA  #IMAJewelsFraud #IMAJewels  #IMAScam #IMAFraud  #MansoorKhan #Bangalore https://t.co/jwIVO34fsR,1
A billion Cricket fans waited four years to watch how it rains in England and how the cricket grounds are becoming swimming pools  #ShameOnICC   #CWC19 https://t.co/2Q27mU6WAC,1
Not much reporting on the further devaluation of the £ (GBP) against the € (Euro) and against the $ (USD) as well as against most other currencies in the last 10 days #BorisJohnsonShouldNotBePM #Brexitparty_uk ? And Unionists worry about a Scottish Currency 😂,0
@robreiner Those who voted him in are just as disgusting as he is. Shame!!! #fucktrump #TrumpsAnInternationalDisgrace,1
".@senatemajldr @senategop @housegop @gopleader  Gosh, it's almost like you don't want the interference to stop but that couldn't be it could it? #GOPComplicitTraitors #GOPComplicit #TrumpIsATraitor https://t.co/q1gg8J3m7M",0
#DhoniKeepsTheGlove    @msdhoni isn't supposed to wear those gloves tomorrow but K.L. Rahul and Dinesh Karthik can.. just saying,0
"It is not a 'brand logo' that he is not put for money,  'it is its symbol of pride' #DhoniKeepsTheGlove https://t.co/u43fkvewpu",1
@PaulJHenshaw @radi_georgi @DevonRexUK1 #Dickhead as an alternative... https://t.co/xAfY4gR28p,0
"Looks like 11th team(rain) is playing in ICC cricket World Cup 2019,and playing well indeed...#ShameOnICC #ICC",1
Getting even like a knife to the neck #Murderer https://t.co/ZpitifNWo5,0
Didi came n threatened us n we strike back with mass resignation..now u urself come n treat the patients..  #Shame #DoctorsFightBack #Savethedoctors #doctors_against_assualt #westandwithnrsmch https://t.co/6H4y2i04ro,1
Mr @adhirrcinc u have made a big mistake by calling the Prime Minister of India #Gandinali. People of India will not Forgive you.\nShame on you !!\n#CongGandiNaaliInsult \n#GandiNaaliAbuse,0
@nytimes Whoever brought the charges against him should themselves be brought up on charges. #HumanRights #FuckTrump,1
"Don't worry, he's just a harmless bumbling clown.  #BorisJohnson #boris #ToryLeadershipContest #brexit #tradewar #BorisJohnsonShouldNotBePM #NotMyPM #toryracism #tories #Conservatives #ConservativeLeadershipRace https://t.co/34G2PAph9L",0
@JudgeJeanine @realDonaldTrump Nobody loves him who has principles #TrumpIsATraitor,1
"Supporting all the doctors in the country, you deserve better and higher levels of appreciation    Take a bow you all.    #Savethedoctors  #ProtectDoctors #DoctorsFightBack @narendramodi  @AmitShah #doctorsstrike @IMAIndiaOrg @IndianMedAssn #mci #neet @IndianDentalAsn @DentalcouncilPr",1
"Can I just say that should I ever run for any sort of office (elected or otherwise), I currently have 1 wife, 3 children, 2 cats and 2 tortoises #BorisJohnsonShouldNotBePM",0
#ShameOnICC just go out and stop the rain in india - pak match,1
Photograph from yesterday.     Emergency OT services at Murshidabad Medical College continue.    #DoctorsFightBack   #SaveTheDoctors https://t.co/nr63tqIjN1,1
Why the f**k does Lucie need to change herself for a bloke?? If he really likes her he wouldn’t want to change her #douchebag  #LoveIsland https://t.co/ITCbDFdlQY,0
"@MattHancock Oh goody, a marmite Tory leader attempting to deliver the marmite policy of Brexit. Best estimate you've boosted your 21% in the polls to 25%. Its still not enough to win the next election  #BorisJohnsonShouldNotBePM #NoBrexitPlan #NoDealCatastrophe #StopBrexitSaveBritain",1
@ICC @Bazmccullum @PathakRidhima The darkest worldcup ...... No fresh competition #ShameOnICC,1
That’s $16 billion that wouldn’t have to be spent if you hadn’t caused the farmers to sit on the edge of bankruptcy just to satisfy your ego.  So obvious how you create a crises and the claim credit for solving it. #FuckTrump https://t.co/h5QPnwNlcn,1
@Klse_2_my_soul @vaishali_w024 @republic U seem to be a student or jr doctor. N just learning to loot. First thing yr senior will teach u to ask this question #DoYouHaveInsurance  look at the glitter in doctors' eyes when the answer is yes. #DoctorsFightBack,1
Those that deal in the superficial #NarcissisticPersonalityDisorder will ALWAYS be easily conned by Psychopaths. @realDonaldTrump is an idiot. Definitely being played. Isn’t the US lucky? #FuckTrump https://t.co/uzMeyyR43l,1
#FuckTrump💩  #FuckPompeo💩    Vijay Prashad: U.S. Rushes to Blame Iran for Tanker Attacks as Much of World Pushes for Diplomacy https://t.co/BYraWUwKIQ via @democracynow,1
@peterdaou @DisTrumpia He isn't. #TrumpIsATraitor,1
Ex-WH counsel plans to tell Congress he sees similarities between Nixon and Trump #Resist #ResistTrump #FuckTrump https://t.co/AyNjX8wRLv,1
THIS ⬇️ @CBSNews @NBCNews @ABC @CNN     #ThisIsNotNormal  #TrumpIsATraitor   #TrumpIsANationalSecurityThreat https://t.co/F1fOX4PP2v,1
@TheRealOJ32 welcome! If you start having chest pains please remember to start filming so we can all enjoy the show in case you croak. #murderer,0
3 weeks ago I said to friends:\nId be amazed if @BorisJohnson doesnt bottle being PM again like last time & find some excuse to drop out of the race. Because he is all mouth & knows deep down he be a shit PM & cant deliver fuck all & knows he will be a failure #BorisJohnson pic.twitter.com/aNi4O9bdaM,0
@ICC Poor effort 👎🏻👎🏻 #DhoniKeepsTheGlove,1
E. Jean Carroll responds to Trump saying she's 'not his type'\n\n,1
@IndianExpress #DoctorsProtest   #DoctorsUnderOppression   #DoctorsFightBack   Well done friends. Don't meet arrogant Mamta. Government must pass ordinance to protect medical staff on urgent basis.  #mamtafrustrated #India  #WestBengal,1
"@realDonaldTrump You get dumber by the minute, it’s flabbergasting #IdiotInChief #UnfitToBePresident #UnfitForEverything #FuckTrump https://t.co/t1Qy18fbYS",0
"More than 700 govt doctors tendered resignation in West Bengal in accord with their striking junior colleagues. Mass resignation were reported from NRS, Rd Kar, School of tropical Medicine and elsewhere.    #DoctorsFightBack #DoctorsProtest https://t.co/BMe9de2Dux",1
"The theme song for this World Cup should be Rain, Rain go away come again another day, little spectators want their big stars to play.    Carrying the same, here is something humorous. Let's break the monotony😅🤟🏻  #ShameOnICC #CWC19 #rain  #ICCWorldCup2019  https://t.co/5AI9j5cTL5",1
@inaik7 @Trendulkar @ICC It's doesn't matter to them the tickets are already sold in advance month before.. #ProfitHunter #ShameOnICC,0
@campbellclaret The irony of this!!!     #murderer,1
"@ICC has problem with gloves, bats and everything else other than games being washed out! #ShameOnICC   Focus on having cricket matches than controversies. #RainStopsMatch #rainworldcup @bhogleharsha https://t.co/kc0lI2lrB5",0
East Turkestan In 50 Seconds  https://t.co/GH1hIkbxOO  #Uyghur #FreeUyghur #EastTurkistan #China #StopChina #BoycottChina #Genocide #ウイグル #RT,1
"Mahendra Singh Dhoni's love for the Nation, Armed Forces and Soldiers has been intact which is truly commendable. He is Nation's Hero. No one represents our Country better than him. I stand with @msdhoni  #DhoniKeepsTheGlove #DhoniKeSaathDesh   #IndiaWithDhoni   #IndiaWithDhoni https://t.co/JXliqUJBeO",1
@MysterySolvent #FuckTrump who gives a shit what he does! #June14thJohnMcCainDay,1
How many overalls are TOO many overalls? Oh #LIMITLESS you say? Limitless amounts of overalls?!  Cool. I’ll take ‘em. #overalls #summeruniform And just for the hell of it: still: #fucktrump https://t.co/hiaLslNaeI,1
"#DoctorsFightBack: 'We're not outsiders, we're not BJP, we're not CPM, we're Doctors,' say protesting doctors at Kolkata's NRS Hospital refuting Mamata Banerjee's claims    https://t.co/rp4zoCyTaj",1
"@SenCoryGardner @nature_org These lame #WheresCory photo ops are becoming like a parody account, given Rome is burning as you tweet.  @SenatorBennet @SenSchumer #copolitics #TrumpIsATraitor https://t.co/rCSqC25WTG",1
#ShameOnICC  see India vs pak is also gone..... Fuck off @ICC   Worst World Cup series... https://t.co/xwxxTeEyw2,0
@FFan__ @mahan_saria Why does it not rain when England is playing? I'm telling you... They're controlling the rain with cloud computing. Hi tech fixing is going on under the nose of ICC.  #ENGvsWI #ShameOnICC,1
"The very rare two faced, A.B. de Pfeffel Johnson cat ..    #BorisJohnsonShouldNotBePM   #BollockstoBrexit   #caterday https://t.co/ApOJtrK2MW",0
Sunday matchum rain varum pola ...    Fuck world cup     #ShameOnICC,0
"@BorisJohnson the country is already united ... against #SpaffingBoris  .@BorisJohnson philandering, womanising, misogynist, bully of small children, con artist, racist and poundshop-trump becoming our Prime Minister  Tnx     #borisjohnson #Boris4PM #BorisJohnsonShouldNotBePM https://t.co/iTbPaCUBtM",0
"Is there a registered #SexOffender,#Pervert, #Rapist, #Pedophile living in your neighborhood? Better to find out now than the hard way later. Know who they are and what they look like now. Once a #monster, always a monster. https://t.co/WHWI0qO1cR  #Awareness.",1
"Where the hell was Indian Medical Association, when more than 60 children died due to lack of Oxygen in Gorakhpur in just 24 hours #DoctorsFightBack #DoctorsUnderOppression #Gorakhpur",1
Trump shitting on McCain post mortem is about the scummiest thing I can think of.  #whatadouche #democratsneedtogetheirshittogether #fucktrump,0
@YoungMaineeee @Leekk_ Lmao its cool just saying my piece #fucktrump,1
@jaketapper Just abysmal. Anything to make Comrade Trump happy. #TrumpIsATraitor,1
@narendramodi #MannKiBaat #DoctorsFightBack     AIIMS Doctors on strike in solidarity with Mamata Banerjee’s persecution of doctors.  This tyranny of hers must come to an end!    https://t.co/fcoKrEuXK0,1
"#ShameOnICC You Buffon @ICC, the next time you organize the Cricket World Cup in UK, Conduct it ONLY in Thames River, By then, the would have practiced playing cricket in Rivers .. It will not have a dependency on Weather.",1
#IndiaWithDhoni as same as @msdhoni also has to be with India no?! He should wear the 🧤or boycott @cricketworldcup for the nation first concept!  We want that!   #DhoniKeepTheGlove #DhoniKeepsTheGlove #Dhoni #DhoniKeSaathDesh #DhoniKeSathDesh  go f*** @ICC @BCCI,1
There seems to be very little chance of avoiding the absence(s) of Johnson this morning.  #BorisJohnsonShouldNotBePM   https://t.co/ZVQ5vD6sri,0
What Indian media keeps on priority  1. #DhoniKeepsTheGlove  2. #WorldCup2019   3. #PMVisitToMaldivesSrilanka  If there is something happens between Pakistan and India then it would be on top trending  @ZeeNewsHindi  @abpnewstv  @republic   @ndtvindia   Don't you think about #missingAN32,1
"Mitch McConnell, Too, Welcomes Russian Interference #Resist #ResistTrump #FuckTrump https://t.co/lrfPdmtEyk",1
Hope we boycott this World Cup and organise our own tournament and name it as World cup and play it with every army uniform available.. #IndiaWithDhoni #DhoniKeepsTheGlove,0
"There is 60% chance of rain tomorrow...I think ICC should take a wild decision n move this match, only this match to a venue where there is no rain.   A humble request from Indians  @ICC @BCCI @CWC_2019   #WorldCup2019 #ShameOnICC #INDvPAK https://t.co/25Vedbf4oL",1
    ?\n#GuessWho #YourSpace \n       9   \n  ,1
#ImranHataoMulkBachao #ImranKhan Must  #retweet  #MustWatch #Budget2019 #AwamDushmanBudget #ImranKhanAddressesTheNation    #mustretweet https://t.co/4usfp7K2b1,1
Spectacular Win over Australia #TeamIndia   The captain and players has worked hard to defeat the Australian Team.  Also #DhoniKeepsTheGlove!!  #INDvAUS #CWC19 #WorldCup2019 #ViratKohli #ICCWorldCup2019     @BCCI @ICC @cricketworldcup,1
"@unclescorpie @TomFitton @realDonaldTrump Are these idiots still on HRC?    Russia put #rapist tRump in the WH, Mueller report list facts, Individual 1 is a criminal, divider of the country, lies lies lies, @GOP aids in the #coverup , tRump is the Enemy of the People.  Ain't the right #Joepags   @joetalkshow  #incompetent",0
